160 2425
82 81 1.000000
83 81 1.000000
83 82 1.000000
84 81 1.000000
84 82 1.000000
84 83 1.000000
85 81 1.000000
85 82 1.000000
85 83 1.000000
85 84 1.000000
86 83 1.000000
86 84 1.000000
86 85 1.000000
87 83 1.000000
87 84 1.000000
87 85 1.000000
87 86 1.000000
88 83 1.000000
88 84 1.000000
88 85 1.000000
88 86 1.000000
88 87 1.000000
89 83 1.000000
89 84 1.000000
89 85 1.000000
89 86 1.000000
89 87 1.000000
89 88 1.000000
90 83 1.000000
90 84 1.000000
90 85 1.000000
90 86 1.000000
90 87 1.000000
90 88 1.000000
90 89 1.000000
91 83 1.000000
91 84 1.000000
91 85 1.000000
91 86 1.000000
91 87 1.000000
91 88 1.000000
91 89 1.000000
91 90 1.000000
92 83 1.000000
92 84 1.000000
92 85 1.000000
92 86 1.000000
92 87 1.000000
92 88 1.000000
92 89 1.000000
92 90 1.000000
92 91 1.000000
93 83 1.000000
93 84 1.000000
93 85 1.000000
93 86 1.000000
93 87 1.000000
93 88 1.000000
93 89 1.000000
93 90 1.000000
93 91 1.000000
93 92 1.000000
94 83 1.000000
94 84 1.000000
94 85 1.000000
94 86 1.000000
94 87 1.000000
94 88 1.000000
94 89 1.000000
94 90 1.000000
94 91 1.000000
94 92 1.000000
94 93 1.000000
95 83 1.000000
95 84 1.000000
95 85 1.000000
95 86 1.000000
95 87 1.000000
95 88 1.000000
95 89 1.000000
95 90 1.000000
95 91 1.000000
95 92 1.000000
95 93 1.000000
95 94 1.000000
96 83 1.000000
96 84 1.000000
96 85 1.000000
96 86 1.000000
96 87 1.000000
96 88 1.000000
96 89 1.000000
96 90 1.000000
96 91 1.000000
96 92 1.000000
96 93 1.000000
96 94 1.000000
96 95 1.000000
97 83 1.000000
97 84 1.000000
97 85 1.000000
97 86 1.000000
97 87 1.000000
97 88 1.000000
97 89 1.000000
97 90 1.000000
97 91 1.000000
97 92 1.000000
97 93 1.000000
97 94 1.000000
97 95 1.000000
97 96 1.000000
98 83 1.000000
98 84 1.000000
98 85 1.000000
98 86 1.000000
98 87 1.000000
98 88 1.000000
98 89 1.000000
98 90 1.000000
98 91 1.000000
98 92 1.000000
98 93 1.000000
98 94 1.000000
98 95 1.000000
98 96 1.000000
98 97 1.000000
99 83 1.000000
99 84 1.000000
99 85 1.000000
99 86 1.000000
99 87 1.000000
99 88 1.000000
99 89 1.000000
99 90 1.000000
99 91 1.000000
99 92 1.000000
99 93 1.000000
99 94 1.000000
99 95 1.000000
99 96 1.000000
99 97 1.000000
99 98 1.000000
21 20 1.000000
50 20 1.000000
80 81 1.000000
80 82 1.000000
125 20 1.000000
3 2 1.000000
3 4 1.000000
3 6 1.000000
3 8 1.000000
3 12 1.000000
3 14 1.000000
3 16 1.000000
3 18 1.000000
3 23 1.000000
3 21 1.000000
3 27 1.000000
3 29 1.000000
3 33 1.000000
3 39 1.000000
3 42 1.000000
3 46 1.000000
3 48 1.000000
3 54 1.000000
3 55 1.000000
3 56 1.000000
3 57 1.000000
3 59 1.000000
3 61 1.000000
3 63 1.000000
3 66 1.000000
3 67 1.000000
3 68 1.000000
3 70 1.000000
3 71 1.000000
3 72 1.000000
3 73 1.000000
3 74 1.000000
3 75 1.000000
3 76 1.000000
3 78 1.000000
3 79 1.000000
3 80 1.000000
3 114 1.000000
3 115 1.000000
3 118 1.000000
3 119 1.000000
3 120 1.000000
3 121 1.000000
3 126 1.000000
3 127 1.000000
3 128 1.000000
3 130 1.000000
3 132 1.000000
3 133 1.000000
3 134 1.000000
3 135 1.000000
140 3 1.000000
100 83 1.000000
100 84 1.000000
100 85 1.000000
100 86 1.000000
100 87 1.000000
100 88 1.000000
100 89 1.000000
100 90 1.000000
100 91 1.000000
100 92 1.000000
100 93 1.000000
100 94 1.000000
100 95 1.000000
100 96 1.000000
100 97 1.000000
100 98 1.000000
100 99 1.000000
100 3 1.000000
143 3 1.000000
117 20 1.000000
117 3 1.000000
144 3 1.000000
145 3 1.000000
147 3 1.000000
149 3 1.000000
151 3 1.000000
152 3 1.000000
153 3 1.000000
155 3 1.000000
156 3 1.000000
122 121 1.000000
122 123 1.000000
122 124 1.000000
5 2 1.000000
5 4 1.000000
5 6 1.000000
5 8 1.000000
5 10 1.000000
5 12 1.000000
5 14 1.000000
5 16 1.000000
5 18 1.000000
5 23 1.000000
5 25 1.000000
5 21 1.000000
5 27 1.000000
5 29 1.000000
5 31 1.000000
5 33 1.000000
5 35 1.000000
5 37 1.000000
5 39 1.000000
5 41 1.000000
5 42 1.000000
5 43 1.000000
5 44 1.000000
5 45 1.000000
5 46 1.000000
5 47 1.000000
5 48 1.000000
5 49 1.000000
5 50 1.000000
5 51 1.000000
5 52 1.000000
5 53 1.000000
