268 923
62 63 1.000000
61 62 1.000000
64 63 1.000000
64 61 1.000000
70 69 1.000000
74 75 1.000000
73 74 1.000000
76 75 1.000000
76 73 1.000000
77 76 1.000000
72 69 1.000000
72 73 1.000000
72 77 1.000000
156 155 1.000000
156 157 1.000000
158 156 1.000000
154 155 1.000000
154 157 1.000000
154 158 1.000000
21 20 1.000000
21 22 1.000000
21 40 1.000000
9 10 1.000000
11 10 1.000000
13 10 1.000000
86 85 1.000000
87 86 1.000000
84 85 1.000000
88 85 1.000000
88 87 1.000000
89 86 1.000000
89 84 1.000000
89 88 1.000000
90 87 1.000000
90 89 1.000000
78 69 1.000000
71 70 1.000000
71 72 1.000000
71 78 1.000000
114 113 1.000000
32 33 1.000000
124 20 1.000000
65 64 1.000000
66 63 1.000000
66 61 1.000000
66 65 1.000000
191 190 1.000000
189 190 1.000000
192 191 1.000000
46 47 1.000000
159 154 1.000000
188 189 1.000000
115 114 1.000000
12 11 1.000000
12 13 1.000000
123 124 1.000000
122 123 1.000000
125 123 1.000000
153 154 1.000000
160 159 1.000000
160 153 1.000000
48 47 1.000000
108 107 1.000000
53 52 1.000000
232 233 1.000000
249 250 1.000000
54 53 1.000000
67 66 1.000000
97 98 1.000000
96 97 1.000000
263 96 1.000000
263 264 1.000000
95 96 1.000000
95 264 1.000000
95 241 1.000000
95 94 1.000000
150 95 1.000000
181 180 1.000000
182 181 1.000000
144 145 1.000000
34 33 1.000000
2 3 1.000000
2 5 1.000000
2 6 1.000000
4 3 1.000000
4 5 1.000000
4 6 1.000000
4 7 1.000000
266 2 1.000000
266 4 1.000000
268 2 1.000000
268 4 1.000000
170 169 1.000000
168 169 1.000000
55 53 1.000000
251 250 1.000000
253 85 1.000000
45 46 1.000000
45 176 1.000000
45 48 1.000000
140 141 1.000000
209 208 1.000000
219 140 1.000000
161 154 1.000000
161 160 1.000000
162 159 1.000000
162 153 1.000000
14 12 1.000000
173 172 1.000000
174 173 1.000000
220 221 1.000000
222 221 1.000000
118 117 1.000000
234 233 1.000000
231 232 1.000000
231 234 1.000000
203 21 1.000000
203 202 1.000000
201 21 1.000000
201 202 1.000000
57 58 1.000000
56 53 1.000000
56 57 1.000000
223 220 1.000000
235 232 1.000000
27 28 1.000000
27 26 1.000000
142 143 1.000000
142 144 1.000000
142 141 1.000000
142 212 1.000000
44 45 1.000000
43 42 1.000000
43 44 1.000000
109 108 1.000000
163 154 1.000000
226 21 1.000000
8 9 1.000000
8 7 1.000000
8 58 1.000000
243 242 1.000000
183 184 1.000000
183 182 1.000000
25 24 1.000000
25 26 1.000000
29 30 1.000000
29 28 1.000000
185 184 1.000000
185 186 1.000000
185 242 1.000000
185 182 1.000000
213 208 1.000000
213 214 1.000000
50 51 1.000000
50 52 1.000000
50 80 1.000000
50 82 1.000000
50 107 1.000000
50 24 1.000000
50 251 1.000000
50 225 1.000000
19 18 1.000000
19 20 1.000000
19 51 1.000000
19 40 1.000000
19 80 1.000000
19 253 1.000000
19 247 1.000000
19 225 1.000000
19 109 1.000000
19 50 1.000000
17 18 1.000000
17 69 1.000000
17 51 1.000000
17 16 1.000000
17 176 1.000000
17 180 1.000000
17 182 1.000000
17 253 1.000000
17 50 1.000000
17 19 1.000000
106 107 1.000000
106 164 1.000000
106 168 1.000000
106 247 1.000000
106 220 1.000000
106 223 1.000000
106 235 1.000000
106 50 1.000000
106 19 1.000000
41 40 1.000000
