41 352
41 1 1.000000
3 1 1.000000
4 3 1.000000
2 1 1.000000
2 41 1.000000
2 3 1.000000
2 4 1.000000
5 3 1.000000
5 4 1.000000
5 2 1.000000
6 1 1.000000
6 41 1.000000
6 3 1.000000
6 4 1.000000
6 2 1.000000
6 5 1.000000
7 1 1.000000
7 41 1.000000
7 3 1.000000
7 4 1.000000
7 2 1.000000
7 5 1.000000
7 6 1.000000
8 1 1.000000
8 41 1.000000
8 3 1.000000
8 4 1.000000
8 2 1.000000
8 5 1.000000
8 6 1.000000
8 7 1.000000
9 1 1.000000
9 41 1.000000
9 2 1.000000
9 6 1.000000
9 7 1.000000
9 8 1.000000
10 1 1.000000
10 41 1.000000
10 2 1.000000
10 6 1.000000
10 7 1.000000
10 8 1.000000
10 9 1.000000
11 1 1.000000
11 41 1.000000
11 2 1.000000
11 6 1.000000
11 7 1.000000
11 8 1.000000
11 9 1.000000
11 10 1.000000
12 1 1.000000
12 41 1.000000
12 2 1.000000
12 6 1.000000
12 7 1.000000
12 8 1.000000
12 9 1.000000
12 10 1.000000
12 11 1.000000
13 1 1.000000
13 41 1.000000
13 2 1.000000
13 6 1.000000
13 7 1.000000
13 8 1.000000
13 9 1.000000
13 10 1.000000
13 11 1.000000
13 12 1.000000
14 1 1.000000
14 41 1.000000
14 2 1.000000
14 6 1.000000
14 7 1.000000
14 8 1.000000
14 9 1.000000
14 10 1.000000
14 11 1.000000
14 12 1.000000
14 13 1.000000
15 1 1.000000
15 41 1.000000
15 2 1.000000
15 6 1.000000
15 7 1.000000
15 8 1.000000
15 9 1.000000
15 10 1.000000
15 11 1.000000
15 12 1.000000
15 13 1.000000
15 14 1.000000
16 1 1.000000
16 41 1.000000
16 2 1.000000
16 6 1.000000
16 7 1.000000
16 8 1.000000
16 9 1.000000
16 10 1.000000
16 11 1.000000
16 12 1.000000
16 13 1.000000
16 14 1.000000
16 15 1.000000
19 18 1.000000
19 20 1.000000
17 1 1.000000
17 41 1.000000
17 2 1.000000
17 6 1.000000
17 7 1.000000
17 8 1.000000
17 9 1.000000
17 10 1.000000
17 11 1.000000
17 12 1.000000
17 13 1.000000
17 14 1.000000
17 15 1.000000
17 16 1.000000
17 18 1.000000
17 20 1.000000
17 19 1.000000
21 1 1.000000
21 18 1.000000
21 20 1.000000
21 19 1.000000
21 17 1.000000
22 1 1.000000
22 41 1.000000
22 2 1.000000
22 6 1.000000
22 7 1.000000
22 8 1.000000
22 9 1.000000
22 10 1.000000
22 11 1.000000
22 12 1.000000
22 13 1.000000
22 14 1.000000
22 15 1.000000
22 16 1.000000
22 19 1.000000
22 17 1.000000
23 41 1.000000
23 2 1.000000
23 6 1.000000
23 7 1.000000
23 8 1.000000
23 9 1.000000
23 10 1.000000
23 11 1.000000
23 12 1.000000
23 13 1.000000
23 14 1.000000
23 15 1.000000
23 16 1.000000
23 17 1.000000
23 22 1.000000
24 1 1.000000
24 41 1.000000
24 2 1.000000
24 6 1.000000
24 7 1.000000
24 8 1.000000
24 9 1.000000
24 10 1.000000
24 11 1.000000
24 12 1.000000
24 13 1.000000
24 14 1.000000
24 15 1.000000
24 16 1.000000
24 17 1.000000
24 22 1.000000
24 23 1.000000
25 1 1.000000
25 6 1.000000
25 17 1.000000
25 23 1.000000
25 24 1.000000
26 41 1.000000
26 2 1.000000
26 6 1.000000
26 7 1.000000
26 8 1.000000
26 9 1.000000
26 10 1.000000
26 11 1.000000
26 12 1.000000
26 13 1.000000
26 14 1.000000
26 15 1.000000
26 16 1.000000
26 17 1.000000
26 22 1.000000
26 23 1.000000
26 24 1.000000
26 25 1.000000
29 28 1.000000
30 28 1.000000
30 29 1.000000
31 28 1.000000
31 29 1.000000
31 30 1.000000
32 28 1.000000
32 29 1.000000
32 30 1.000000
32 31 1.000000
33 28 1.000000
33 29 1.000000
33 30 1.000000
33 31 1.000000
33 32 1.000000
27 1 1.000000
27 41 1.000000
27 2 1.000000
27 6 1.000000
27 7 1.000000
27 8 1.000000
27 9 1.000000
27 10 1.000000
27 11 1.000000
27 12 1.000000
27 13 1.000000
27 14 1.000000
27 15 1.000000
27 16 1.000000
27 17 1.000000
27 22 1.000000
27 23 1.000000
27 24 1.000000
27 25 1.000000
27 26 1.000000
27 28 1.000000
27 29 1.000000
27 30 1.000000
27 31 1.000000
27 32 1.000000
27 33 1.000000
34 1 1.000000
34 41 1.000000
34 2 1.000000
34 6 1.000000
34 7 1.000000
34 8 1.000000
34 9 1.000000
34 10 1.000000
34 11 1.000000
34 12 1.000000
34 13 1.000000
34 14 1.000000
34 15 1.000000
34 16 1.000000
34 17 1.000000
34 22 1.000000
34 23 1.000000
34 24 1.000000
34 25 1.000000
34 26 1.000000
34 28 1.000000
34 29 1.000000
34 30 1.000000
34 31 1.000000
34 32 1.000000
34 33 1.000000
34 27 1.000000
35 1 1.000000
35 41 1.000000
35 2 1.000000
35 6 1.000000
35 7 1.000000
35 8 1.000000
35 9 1.000000
35 10 1.000000
35 11 1.000000
35 12 1.000000
35 13 1.000000
35 14 1.000000
35 15 1.000000
35 16 1.000000
35 17 1.000000
35 22 1.000000
35 23 1.000000
35 24 1.000000
35 25 1.000000
35 26 1.000000
35 27 1.000000
35 34 1.000000
36 1 1.000000
36 41 1.000000
36 2 1.000000
36 6 1.000000
36 7 1.000000
36 8 1.000000
36 9 1.000000
36 10 1.000000
36 11 1.000000
36 12 1.000000
36 13 1.000000
36 14 1.000000
36 15 1.000000
36 16 1.000000
36 17 1.000000
36 22 1.000000
36 23 1.000000
36 24 1.000000
36 26 1.000000
36 27 1.000000
36 34 1.000000
36 35 1.000000
37 1 1.000000
37 41 1.000000
37 2 1.000000
37 6 1.000000
37 7 1.000000
37 8 1.000000
37 9 1.000000
37 10 1.000000
37 11 1.000000
37 12 1.000000
37 13 1.000000
37 14 1.000000
37 15 1.000000
37 16 1.000000
37 17 1.000000
37 22 1.000000
37 23 1.000000
37 24 1.000000
37 26 1.000000
37 27 1.000000
37 34 1.000000
37 35 1.000000
37 36 1.000000
38 23 1.000000
38 24 1.000000
38 25 1.000000
38 26 1.000000
39 23 1.000000
39 24 1.000000
39 25 1.000000
39 26 1.000000
39 38 1.000000
40 23 1.000000
40 24 1.000000
40 25 1.000000
40 26 1.000000
40 38 1.000000
40 39 1.000000


