63 651
2 63 1.000000
3 63 1.000000
3 2 1.000000
4 63 1.000000
4 2 1.000000
4 3 1.000000
5 63 1.000000
5 2 1.000000
5 3 1.000000
5 4 1.000000
6 63 1.000000
6 2 1.000000
6 3 1.000000
6 4 1.000000
6 5 1.000000
15 63 1.000000
44 63 1.000000
46 63 1.000000
48 63 1.000000
48 2 1.000000
10 63 1.000000
10 2 1.000000
10 3 1.000000
11 63 1.000000
11 2 1.000000
11 3 1.000000
11 10 1.000000
12 63 1.000000
12 2 1.000000
12 3 1.000000
12 4 1.000000
12 10 1.000000
12 11 1.000000
9 63 1.000000
9 2 1.000000
9 3 1.000000
9 4 1.000000
9 5 1.000000
9 10 1.000000
9 11 1.000000
9 12 1.000000
13 63 1.000000
13 2 1.000000
13 3 1.000000
13 4 1.000000
13 5 1.000000
13 12 1.000000
13 9 1.000000
7 63 1.000000
7 2 1.000000
7 3 1.000000
7 4 1.000000
7 5 1.000000
7 6 1.000000
14 63 1.000000
14 2 1.000000
14 3 1.000000
14 4 1.000000
14 5 1.000000
14 15 1.000000
14 44 1.000000
14 10 1.000000
14 11 1.000000
14 12 1.000000
14 9 1.000000
14 13 1.000000
50 63 1.000000
50 2 1.000000
50 3 1.000000
50 4 1.000000
50 5 1.000000
50 6 1.000000
50 10 1.000000
50 11 1.000000
50 12 1.000000
50 9 1.000000
50 13 1.000000
50 14 1.000000
51 63 1.000000
51 2 1.000000
51 3 1.000000
51 4 1.000000
51 5 1.000000
51 6 1.000000
51 10 1.000000
51 11 1.000000
51 12 1.000000
51 9 1.000000
51 13 1.000000
51 14 1.000000
51 50 1.000000
52 63 1.000000
52 2 1.000000
52 3 1.000000
52 4 1.000000
52 5 1.000000
52 6 1.000000
52 12 1.000000
52 9 1.000000
52 13 1.000000
52 14 1.000000
52 50 1.000000
52 51 1.000000
8 63 1.000000
8 2 1.000000
8 3 1.000000
8 4 1.000000
8 5 1.000000
8 6 1.000000
8 9 1.000000
8 13 1.000000
8 7 1.000000
8 14 1.000000
8 50 1.000000
8 51 1.000000
8 52 1.000000
53 63 1.000000
53 2 1.000000
53 3 1.000000
53 4 1.000000
53 5 1.000000
53 6 1.000000
53 7 1.000000
53 14 1.000000
53 50 1.000000
53 51 1.000000
53 52 1.000000
53 8 1.000000
54 63 1.000000
54 2 1.000000
54 3 1.000000
54 4 1.000000
54 5 1.000000
54 6 1.000000
54 7 1.000000
54 8 1.000000
54 53 1.000000
16 63 1.000000
16 2 1.000000
16 3 1.000000
16 4 1.000000
16 5 1.000000
16 17 1.000000
16 19 1.000000
16 40 1.000000
16 6 1.000000
16 42 1.000000
16 15 1.000000
16 44 1.000000
16 46 1.000000
16 48 1.000000
16 10 1.000000
16 11 1.000000
16 12 1.000000
16 9 1.000000
16 13 1.000000
16 7 1.000000
16 14 1.000000
16 50 1.000000
16 51 1.000000
16 52 1.000000
16 8 1.000000
16 53 1.000000
16 54 1.000000
43 63 1.000000
43 2 1.000000
43 3 1.000000
43 4 1.000000
43 5 1.000000
43 6 1.000000
43 42 1.000000
43 15 1.000000
43 44 1.000000
43 46 1.000000
43 48 1.000000
43 10 1.000000
43 11 1.000000
43 12 1.000000
43 9 1.000000
43 13 1.000000
43 7 1.000000
43 14 1.000000
43 50 1.000000
43 51 1.000000
43 52 1.000000
43 8 1.000000
43 53 1.000000
43 54 1.000000
43 16 1.000000
45 63 1.000000
45 2 1.000000
45 3 1.000000
45 4 1.000000
45 5 1.000000
45 6 1.000000
45 44 1.000000
45 46 1.000000
45 48 1.000000
45 10 1.000000
45 11 1.000000
45 12 1.000000
45 9 1.000000
45 13 1.000000
45 7 1.000000
45 14 1.000000
45 50 1.000000
45 51 1.000000
45 52 1.000000
45 8 1.000000
45 53 1.000000
45 54 1.000000
45 16 1.000000
45 43 1.000000
18 63 1.000000
18 2 1.000000
18 3 1.000000
18 4 1.000000
18 5 1.000000
18 17 1.000000
18 19 1.000000
18 40 1.000000
18 6 1.000000
18 42 1.000000
18 15 1.000000
18 44 1.000000
18 46 1.000000
18 48 1.000000
18 10 1.000000
18 11 1.000000
18 12 1.000000
18 9 1.000000
18 13 1.000000
18 7 1.000000
18 14 1.000000
18 50 1.000000
18 51 1.000000
18 52 1.000000
18 8 1.000000
18 53 1.000000
18 54 1.000000
18 16 1.000000
18 43 1.000000
18 45 1.000000
55 63 1.000000
55 2 1.000000
55 3 1.000000
55 4 1.000000
55 5 1.000000
55 6 1.000000
55 7 1.000000
55 52 1.000000
55 8 1.000000
55 53 1.000000
55 54 1.000000
55 16 1.000000
55 43 1.000000
55 45 1.000000
55 18 1.000000
56 63 1.000000
56 2 1.000000
56 3 1.000000
56 4 1.000000
56 5 1.000000
56 6 1.000000
56 7 1.000000
56 54 1.000000
56 16 1.000000
56 43 1.000000
56 45 1.000000
56 18 1.000000
56 55 1.000000
41 63 1.000000
41 2 1.000000
41 3 1.000000
41 4 1.000000
41 5 1.000000
41 40 1.000000
41 6 1.000000
41 42 1.000000
41 15 1.000000
41 44 1.000000
41 46 1.000000
41 48 1.000000
41 10 1.000000
41 11 1.000000
41 12 1.000000
41 9 1.000000
41 13 1.000000
41 7 1.000000
41 14 1.000000
41 50 1.000000
41 51 1.000000
41 52 1.000000
41 8 1.000000
41 53 1.000000
41 54 1.000000
41 16 1.000000
41 43 1.000000
41 45 1.000000
41 18 1.000000
41 55 1.000000
41 56 1.000000
47 63 1.000000
47 2 1.000000
47 3 1.000000
47 4 1.000000
47 5 1.000000
47 6 1.000000
47 15 1.000000
47 44 1.000000
47 46 1.000000
47 48 1.000000
47 10 1.000000
47 11 1.000000
47 12 1.000000
47 9 1.000000
47 13 1.000000
47 7 1.000000
47 14 1.000000
47 50 1.000000
47 51 1.000000
47 52 1.000000
47 8 1.000000
47 53 1.000000
47 54 1.000000
47 16 1.000000
47 43 1.000000
47 45 1.000000
47 18 1.000000
47 55 1.000000
47 56 1.000000
47 41 1.000000
49 63 1.000000
49 2 1.000000
49 3 1.000000
49 4 1.000000
49 5 1.000000
49 6 1.000000
49 46 1.000000
49 48 1.000000
49 10 1.000000
49 11 1.000000
49 12 1.000000
49 9 1.000000
49 13 1.000000
49 7 1.000000
49 14 1.000000
49 50 1.000000
49 51 1.000000
49 52 1.000000
49 8 1.000000
49 53 1.000000
49 54 1.000000
49 16 1.000000
49 43 1.000000
49 45 1.000000
49 18 1.000000
49 55 1.000000
49 56 1.000000
49 41 1.000000
49 47 1.000000
57 63 1.000000
57 2 1.000000
57 3 1.000000
57 4 1.000000
57 5 1.000000
57 6 1.000000
57 10 1.000000
57 11 1.000000
57 12 1.000000
57 9 1.000000
57 13 1.000000
57 7 1.000000
57 14 1.000000
57 50 1.000000
57 51 1.000000
57 52 1.000000
57 8 1.000000
57 53 1.000000
57 54 1.000000
57 16 1.000000
57 43 1.000000
57 45 1.000000
57 18 1.000000
57 55 1.000000
57 56 1.000000
57 41 1.000000
57 47 1.000000
57 49 1.000000
58 63 1.000000
58 2 1.000000
58 3 1.000000
58 4 1.000000
58 5 1.000000
58 6 1.000000
58 12 1.000000
58 9 1.000000
58 13 1.000000
58 7 1.000000
58 14 1.000000
58 50 1.000000
58 51 1.000000
58 52 1.000000
58 8 1.000000
58 53 1.000000
58 54 1.000000
58 16 1.000000
58 43 1.000000
58 45 1.000000
58 18 1.000000
58 55 1.000000
58 56 1.000000
58 41 1.000000
58 47 1.000000
58 49 1.000000
58 57 1.000000
59 63 1.000000
59 2 1.000000
59 3 1.000000
59 4 1.000000
59 5 1.000000
59 6 1.000000
59 9 1.000000
59 13 1.000000
59 7 1.000000
59 14 1.000000
59 50 1.000000
59 51 1.000000
59 52 1.000000
59 8 1.000000
59 53 1.000000
59 54 1.000000
59 16 1.000000
59 43 1.000000
59 45 1.000000
59 18 1.000000
59 55 1.000000
59 56 1.000000
59 41 1.000000
59 47 1.000000
59 49 1.000000
59 57 1.000000
59 58 1.000000
60 63 1.000000
60 2 1.000000
60 3 1.000000
60 4 1.000000
60 5 1.000000
60 6 1.000000
60 7 1.000000
60 50 1.000000
60 51 1.000000
60 52 1.000000
60 8 1.000000
60 53 1.000000
60 54 1.000000
60 16 1.000000
60 43 1.000000
60 45 1.000000
60 18 1.000000
60 55 1.000000
60 56 1.000000
60 41 1.000000
60 47 1.000000
60 49 1.000000
60 57 1.000000
60 58 1.000000
60 59 1.000000
61 63 1.000000
61 2 1.000000
61 3 1.000000
61 4 1.000000
61 5 1.000000
61 6 1.000000
61 7 1.000000
61 8 1.000000
61 53 1.000000
61 54 1.000000
61 16 1.000000
61 43 1.000000
61 45 1.000000
61 18 1.000000
61 55 1.000000
61 56 1.000000
61 41 1.000000
61 47 1.000000
61 49 1.000000
61 57 1.000000
61 58 1.000000
61 59 1.000000
61 60 1.000000
62 63 1.000000
62 2 1.000000
62 3 1.000000
62 4 1.000000
62 5 1.000000
62 6 1.000000
62 42 1.000000
62 15 1.000000
62 44 1.000000
62 46 1.000000
62 48 1.000000
62 10 1.000000
62 11 1.000000
62 12 1.000000
62 9 1.000000
62 13 1.000000
62 7 1.000000
62 14 1.000000
62 50 1.000000
62 51 1.000000
62 52 1.000000
62 8 1.000000
62 53 1.000000
62 54 1.000000
62 16 1.000000
62 43 1.000000
62 45 1.000000
62 18 1.000000
62 55 1.000000
62 56 1.000000
62 41 1.000000
62 47 1.000000
62 49 1.000000
62 57 1.000000
62 58 1.000000
62 59 1.000000
62 60 1.000000
62 61 1.000000
20 63 1.000000
20 2 1.000000
20 3 1.000000
20 21 1.000000
20 22 1.000000
20 4 1.000000
20 23 1.000000
20 24 1.000000
20 25 1.000000
20 26 1.000000
20 27 1.000000
20 28 1.000000
20 29 1.000000
20 30 1.000000
20 31 1.000000
20 32 1.000000
20 5 1.000000
20 33 1.000000
20 34 1.000000
20 35 1.000000
20 36 1.000000
20 37 1.000000
20 38 1.000000
20 39 1.000000
20 17 1.000000
20 19 1.000000
20 40 1.000000
20 6 1.000000
20 42 1.000000
20 15 1.000000
20 44 1.000000
20 46 1.000000
20 48 1.000000
20 10 1.000000
20 11 1.000000
20 12 1.000000
20 9 1.000000
20 13 1.000000
20 7 1.000000
20 14 1.000000
20 50 1.000000
20 51 1.000000
20 52 1.000000
20 8 1.000000
20 53 1.000000
20 54 1.000000
20 16 1.000000
20 43 1.000000
20 45 1.000000
20 18 1.000000
20 55 1.000000
20 56 1.000000
20 41 1.000000
20 47 1.000000
20 49 1.000000
20 57 1.000000
20 58 1.000000
20 59 1.000000
20 60 1.000000
20 61 1.000000
20 62 1.000000
1 63 1.000000
1 2 1.000000
1 3 1.000000
1 21 1.000000
1 22 1.000000
1 4 1.000000
1 23 1.000000
1 24 1.000000
1 25 1.000000
1 26 1.000000
1 27 1.000000
1 28 1.000000
1 29 1.000000
1 30 1.000000
1 31 1.000000
1 32 1.000000
1 5 1.000000
1 33 1.000000
1 34 1.000000
1 35 1.000000
1 36 1.000000
1 37 1.000000
1 38 1.000000
1 39 1.000000
1 17 1.000000
1 19 1.000000
1 40 1.000000
1 6 1.000000
1 42 1.000000
1 15 1.000000
1 44 1.000000
1 46 1.000000
1 48 1.000000
1 10 1.000000
1 11 1.000000
1 12 1.000000
1 9 1.000000
1 13 1.000000
1 7 1.000000
1 14 1.000000
1 50 1.000000
1 51 1.000000
1 52 1.000000
1 8 1.000000
1 53 1.000000
1 54 1.000000
1 16 1.000000
1 43 1.000000
1 45 1.000000
1 18 1.000000
1 55 1.000000
1 56 1.000000
1 41 1.000000
1 47 1.000000
1 49 1.000000
1 57 1.000000
1 58 1.000000
1 59 1.000000
1 60 1.000000
1 61 1.000000
1 62 1.000000


