68 2278
1 2 7565.0
1 3 7565.0
1 4 7565.0
1 5 7565.0
1 6 7565.0
1 7 7565.0
1 8 7565.0
1 9 7565.0
1 10 7565.0
1 11 7565.0
1 12 7565.0
1 13 7565.0
1 14 7565.0
1 15 7565.0
1 16 7565.0
1 17 7565.0
1 18 7565.0
1 19 7565.0
1 20 7565.0
1 21 7565.0
1 22 7565.0
1 23 7565.0
1 24 7565.0
1 25 7565.0
1 26 7565.0
1 27 7565.0
1 28 7565.0
1 29 7565.0
1 30 7565.0
1 31 7565.0
1 32 7565.0
1 33 7565.0
1 34 7565.0
1 35 7565.0
1 36 7565.0
1 37 7565.0
1 38 7565.0
1 39 7565.0
1 40 7565.0
1 41 7565.0
1 42 7565.0
1 43 7565.0
1 44 7565.0
1 45 7565.0
1 46 7565.0
1 47 7565.0
1 48 7565.0
1 49 7565.0
1 50 7565.0
1 51 7565.0
1 52 7565.0
1 53 7565.0
1 54 7565.0
1 55 7565.0
1 56 7565.0
1 57 7565.0
1 58 7565.0
1 59 7565.0
1 60 7565.0
1 61 7565.0
1 62 7565.0
1 63 7565.0
1 64 7565.0
1 65 7565.0
1 66 7565.0
1 67 7565.0
1 68 7565.0
2 3 444.0
2 4 445.0
2 5 445.0
2 6 445.0
2 7 445.0
2 8 445.0
2 9 445.0
2 10 445.0
2 11 445.0
2 12 445.0
2 13 445.0
2 14 444.0
2 15 444.0
2 16 444.0
2 17 444.0
2 18 444.0
2 19 444.0
2 20 444.0
2 21 444.0
2 22 444.0
2 23 444.0
2 24 445.0
2 25 445.0
2 26 445.0
2 27 445.0
2 28 445.0
2 29 445.0
2 30 445.0
2 31 445.0
2 32 445.0
2 33 445.0
2 34 445.0
2 35 445.0
2 36 445.0
2 37 445.0
2 38 445.0
2 39 445.0
2 40 445.0
2 41 445.0
2 42 445.0
2 43 445.0
2 44 445.0
2 45 445.0
2 46 445.0
2 47 445.0
2 48 445.0
2 49 445.0
2 50 445.0
2 51 445.0
2 52 445.0
2 53 445.0
2 54 445.0
2 55 445.0
2 56 445.0
2 57 445.0
2 58 445.0
2 59 445.0
2 60 445.0
2 61 445.0
2 62 445.0
2 63 445.0
2 64 445.0
2 65 445.0
2 66 445.0
2 67 445.0
2 68 445.0
3 4 444.0
3 5 445.0
3 6 445.0
3 7 445.0
3 8 445.0
3 9 445.0
3 10 445.0
3 11 445.0
3 12 445.0
3 13 445.0
3 14 445.0
3 15 445.0
3 16 445.0
3 17 445.0
3 18 445.0
3 19 445.0
3 20 445.0
3 21 445.0
3 22 445.0
3 23 445.0
3 24 444.0
