150 544
1 2 1
1 10 1
5 14 1
7 15 1
9 15 1
15 16 1
2 17 1
7 17 1
16 17 1
3 22 1
8 22 1
12 24 1
1 25 1
5 26 1
17 26 1
8 27 1
16 28 1
14 29 1
20 29 1
7 30 1
24 30 1
10 31 1
7 32 1
27 32 1
21 34 1
15 35 1
29 36 1
35 36 1
12 37 1
6 38 1
9 39 1
12 39 1
20 39 1
26 39 1
6 40 1
17 40 1
4 41 1
30 41 1
11 42 1
37 42 1
39 42 1
6 43 1
33 43 1
34 43 1
5 44 1
19 44 1
37 44 1
32 46 1
31 49 1
7 50 1
43 50 1
6 51 1
10 51 1
12 51 1
16 51 1
35 51 1
44 51 1
22 52 1
41 52 1
6 54 1
10 54 1
12 54 1
2 55 1
5 55 1
35 56 1
53 56 1
9 57 1
45 57 1
37 58 1
55 58 1
9 59 1
16 59 1
38 59 1
52 59 1
1 60 1
14 60 1
20 60 1
57 60 1
36 61 1
11 62 1
18 62 1
45 62 1
46 62 1
48 62 1
50 63 1
14 64 1
20 64 1
26 64 1
49 64 1
5 65 1
6 65 1
28 65 1
47 65 1
12 66 1
25 66 1
29 66 1
45 66 1
1 67 1
3 67 1
27 67 1
32 67 1
10 68 1
24 68 1
50 68 1
55 68 1
4 69 1
35 69 1
5 70 1
8 70 1
12 70 1
3 71 1
51 71 1
23 72 1
70 72 1
6 73 1
3 74 1
49 74 1
15 75 1
62 75 1
63 76 1
35 77 1
61 77 1
70 77 1
14 78 1
15 78 1
24 78 1
39 78 1
51 78 1
7 79 1
56 79 1
68 79 1
74 79 1
1 80 1
8 80 1
19 80 1
23 80 1
9 81 1
67 81 1
73 81 1
75 81 1
32 82 1
37 82 1
59 82 1
60 82 1
6 83 1
35 83 1
48 83 1
70 83 1
77 83 1
18 84 1
19 84 1
40 84 1
55 84 1
2 85 1
10 85 1
27 85 1
55 85 1
59 85 1
72 85 1
76 85 1
80 85 1
3 86 1
7 86 1
32 86 1
49 86 1
52 86 1
60 86 1
51 87 1
57 87 1
58 87 1
68 87 1
81 87 1
3 88 1
5 88 1
13 88 1
50 88 1
51 88 1
53 88 1
71 88 1
50 89 1
57 89 1
58 89 1
64 89 1
67 89 1
77 89 1
10 90 1
15 90 1
32 90 1
52 90 1
57 90 1
73 90 1
79 90 1
83 90 1
6 91 1
9 91 1
23 91 1
51 91 1
75 91 1
90 91 1
32 92 1
40 92 1
63 92 1
12 93 1
22 93 1
31 93 1
35 93 1
42 93 1
61 93 1
67 93 1
75 93 1
76 93 1
78 93 1
88 93 1
12 94 1
22 94 1
29 94 1
38 94 1
48 94 1
92 94 1
30 95 1
43 95 1
69 95 1
85 95 1
90 95 1
15 96 1
37 96 1
44 96 1
47 96 1
61 96 1
94 96 1
5 97 1
49 97 1
56 97 1
95 97 1
10 98 1
15 98 1
29 98 1
33 98 1
48 98 1
6 99 1
28 99 1
37 99 1
45 99 1
51 99 1
79 99 1
3 100 1
19 100 1
20 100 1
74 100 1
25 101 1
46 101 1
50 101 1
52 101 1
85 101 1
98 101 1
11 102 1
38 102 1
42 102 1
77 102 1
81 102 1
19 103 1
25 103 1
27 103 1
43 103 1
50 103 1
99 103 1
6 104 1
31 104 1
33 104 1
41 104 1
46 104 1
47 104 1
2 105 1
28 105 1
70 105 1
16 106 1
30 106 1
45 106 1
57 106 1
79 106 1
48 107 1
75 107 1
102 107 1
18 108 1
25 108 1
40 108 1
49 108 1
52 108 1
61 108 1
86 108 1
99 108 1
100 108 1
16 109 1
33 109 1
68 109 1
74 109 1
76 109 1
81 109 1
83 109 1
3 110 1
34 110 1
64 110 1
8 111 1
56 111 1
65 111 1
70 111 1
100 111 1
2 112 1
55 112 1
94 112 1
24 113 1
69 113 1
75 113 1
94 113 1
42 114 1
54 114 1
71 114 1
105 114 1
11 115 1
16 115 1
25 115 1
26 115 1
78 115 1
12 116 1
35 116 1
51 116 1
53 116 1
57 116 1
58 116 1
79 116 1
91 116 1
98 116 1
35 117 1
43 117 1
44 117 1
52 117 1
57 117 1
113 117 1
14 118 1
27 118 1
42 118 1
89 118 1
16 119 1
22 119 1
40 119 1
50 119 1
63 119 1
117 119 1
20 120 1
36 120 1
50 120 1
74 120 1
97 120 1
119 120 1
38 121 1
42 121 1
50 121 1
78 121 1
111 121 1
4 122 1
54 122 1
56 122 1
24 123 1
42 123 1
105 123 1
122 123 1
4 124 1
22 124 1
44 124 1
50 124 1
51 124 1
70 124 1
115 124 1
118 124 1
56 125 1
81 125 1
105 125 1
122 125 1
14 126 1
82 126 1
90 126 1
92 126 1
96 126 1
114 126 1
34 127 1
37 127 1
75 127 1
81 127 1
87 127 1
112 127 1
115 127 1
34 128 1
43 128 1
52 128 1
126 128 1
12 129 1
33 129 1
52 129 1
93 129 1
99 129 1
22 130 1
25 130 1
34 130 1
47 130 1
48 130 1
65 130 1
83 130 1
103 130 1
107 130 1
8 131 1
20 131 1
37 131 1
47 131 1
77 131 1
6 132 1
46 132 1
52 132 1
70 132 1
125 132 1
3 133 1
127 133 1
9 134 1
35 134 1
43 134 1
53 134 1
71 134 1
74 134 1
77 134 1
85 134 1
98 134 1
114 134 1
117 134 1
5 135 1
18 135 1
21 135 1
37 135 1
59 135 1
72 135 1
79 135 1
117 135 1
15 136 1
28 136 1
29 136 1
38 136 1
42 136 1
46 136 1
51 136 1
85 136 1
132 136 1
5 137 1
23 137 1
33 137 1
56 137 1
98 137 1
113 137 1
125 137 1
8 138 1
25 138 1
30 138 1
50 138 1
129 138 1
27 139 1
30 139 1
59 139 1
81 139 1
102 139 1
118 139 1
34 140 1
81 140 1
99 140 1
114 140 1
118 140 1
139 140 1
1 141 1
31 141 1
34 141 1
49 141 1
91 141 1
104 141 1
130 141 1
137 141 1
138 141 1
18 142 1
25 142 1
53 142 1
78 142 1
87 142 1
114 142 1
115 142 1
116 142 1
8 143 1
21 143 1
24 143 1
38 143 1
41 143 1
71 143 1
5 144 1
35 144 1
41 144 1
59 144 1
65 144 1
89 144 1
95 144 1
120 144 1
138 144 1
77 145 1
87 145 1
107 145 1
3 146 1
51 146 1
54 146 1
60 146 1
89 146 1
95 146 1
115 146 1
139 146 1
57 147 1
