67 925
4 3 1.000000
2 3 1.000000
2 4 1.000000
8 2 1.000000
8 7 1.000000
6 2 1.000000
6 7 1.000000
6 8 1.000000
67 2 1.000000
67 7 1.000000
67 8 1.000000
67 6 1.000000
5 3 1.000000
5 4 1.000000
5 2 1.000000
5 6 1.000000
5 67 1.000000
10 3 1.000000
10 4 1.000000
10 2 1.000000
10 6 1.000000
10 67 1.000000
10 5 1.000000
11 3 1.000000
11 4 1.000000
11 2 1.000000
11 6 1.000000
11 67 1.000000
11 5 1.000000
11 10 1.000000
16 6 1.000000
16 67 1.000000
1 67 1.000000
12 7 1.000000
12 67 1.000000
12 11 1.000000
12 1 1.000000
62 6 1.000000
61 7 1.000000
61 6 1.000000
61 62 1.000000
63 7 1.000000
63 6 1.000000
63 62 1.000000
63 61 1.000000
13 7 1.000000
13 67 1.000000
13 11 1.000000
13 1 1.000000
13 12 1.000000
14 67 1.000000
14 12 1.000000
14 13 1.000000
15 67 1.000000
15 16 1.000000
15 12 1.000000
15 13 1.000000
15 14 1.000000
64 7 1.000000
64 6 1.000000
64 62 1.000000
64 61 1.000000
64 63 1.000000
9 3 1.000000
9 2 1.000000
9 8 1.000000
9 5 1.000000
9 10 1.000000
9 11 1.000000
58 3 1.000000
58 2 1.000000
58 8 1.000000
58 5 1.000000
58 10 1.000000
58 11 1.000000
58 9 1.000000
65 7 1.000000
65 6 1.000000
65 62 1.000000
65 61 1.000000
65 63 1.000000
65 64 1.000000
66 6 1.000000
66 62 1.000000
66 61 1.000000
66 63 1.000000
66 64 1.000000
66 65 1.000000
17 14 1.000000
17 15 1.000000
57 6 1.000000
57 14 1.000000
59 3 1.000000
59 2 1.000000
59 5 1.000000
59 10 1.000000
59 11 1.000000
59 9 1.000000
59 58 1.000000
60 3 1.000000
60 2 1.000000
60 5 1.000000
60 10 1.000000
60 11 1.000000
60 9 1.000000
60 58 1.000000
60 59 1.000000
18 7 1.000000
18 14 1.000000
18 15 1.000000
19 67 1.000000
19 14 1.000000
19 15 1.000000
20 67 1.000000
20 19 1.000000
21 67 1.000000
21 14 1.000000
21 15 1.000000
21 19 1.000000
21 20 1.000000
22 67 1.000000
22 14 1.000000
22 15 1.000000
22 19 1.000000
22 20 1.000000
22 21 1.000000
23 67 1.000000
23 14 1.000000
23 15 1.000000
23 19 1.000000
23 20 1.000000
23 21 1.000000
23 22 1.000000
24 67 1.000000
24 14 1.000000
24 15 1.000000
24 19 1.000000
24 20 1.000000
24 21 1.000000
24 22 1.000000
24 23 1.000000
25 67 1.000000
25 14 1.000000
25 15 1.000000
25 19 1.000000
25 20 1.000000
25 21 1.000000
