78 570
3 2 1.000000
78 2 1.000000
78 9 1.000000
1 78 1.000000
10 2 1.000000
7 78 1.000000
15 14 1.000000
16 14 1.000000
16 15 1.000000
17 14 1.000000
17 15 1.000000
17 16 1.000000
18 14 1.000000
18 15 1.000000
18 16 1.000000
18 17 1.000000
19 14 1.000000
19 15 1.000000
19 16 1.000000
19 17 1.000000
19 18 1.000000
20 14 1.000000
20 15 1.000000
20 16 1.000000
20 17 1.000000
20 18 1.000000
20 19 1.000000
21 14 1.000000
21 15 1.000000
21 16 1.000000
21 17 1.000000
21 18 1.000000
21 19 1.000000
21 20 1.000000
60 16 1.000000
22 14 1.000000
22 15 1.000000
22 16 1.000000
22 17 1.000000
22 18 1.000000
22 19 1.000000
22 20 1.000000
22 21 1.000000
23 14 1.000000
23 15 1.000000
23 16 1.000000
23 17 1.000000
23 18 1.000000
23 19 1.000000
23 20 1.000000
23 21 1.000000
23 22 1.000000
13 78 1.000000
13 14 1.000000
13 15 1.000000
13 16 1.000000
13 17 1.000000
13 18 1.000000
13 19 1.000000
13 20 1.000000
13 21 1.000000
13 22 1.000000
13 23 1.000000
4 3 1.000000
4 78 1.000000
4 5 1.000000
4 11 1.000000
4 13 1.000000
6 78 1.000000
6 7 1.000000
6 5 1.000000
6 13 1.000000
6 4 1.000000
74 13 1.000000
72 78 1.000000
72 71 1.000000
24 2 1.000000
24 3 1.000000
24 23 1.000000
25 23 1.000000
26 23 1.000000
26 25 1.000000
27 23 1.000000
27 25 1.000000
27 26 1.000000
28 23 1.000000
28 25 1.000000
28 26 1.000000
28 27 1.000000
29 25 1.000000
29 26 1.000000
29 27 1.000000
29 28 1.000000
30 23 1.000000
30 25 1.000000
30 26 1.000000
30 27 1.000000
30 28 1.000000
30 29 1.000000
31 23 1.000000
31 25 1.000000
31 26 1.000000
31 27 1.000000
31 28 1.000000
31 29 1.000000
31 30 1.000000
32 25 1.000000
32 26 1.000000
32 27 1.000000
32 28 1.000000
32 29 1.000000
32 30 1.000000
32 31 1.000000
33 23 1.000000
33 25 1.000000
33 26 1.000000
33 27 1.000000
33 28 1.000000
33 29 1.000000
33 30 1.000000
33 31 1.000000
33 32 1.000000
34 23 1.000000
34 25 1.000000
34 26 1.000000
34 27 1.000000
34 28 1.000000
34 29 1.000000
34 30 1.000000
34 31 1.000000
34 32 1.000000
34 33 1.000000
35 23 1.000000
35 25 1.000000
35 26 1.000000
35 27 1.000000
35 28 1.000000
35 29 1.000000
35 30 1.000000
35 31 1.000000
35 32 1.000000
35 33 1.000000
35 34 1.000000
36 23 1.000000
36 25 1.000000
36 26 1.000000
36 27 1.000000
36 28 1.000000
36 29 1.000000
36 30 1.000000
36 31 1.000000
36 32 1.000000
36 33 1.000000
36 34 1.000000
36 35 1.000000
37 23 1.000000
37 25 1.000000
37 26 1.000000
37 27 1.000000
37 28 1.000000
37 29 1.000000
37 30 1.000000
37 31 1.000000
37 32 1.000000
37 33 1.000000
37 34 1.000000
37 35 1.000000
37 36 1.000000
38 23 1.000000
38 25 1.000000
38 26 1.000000
38 27 1.000000
38 28 1.000000
38 29 1.000000
38 30 1.000000
38 31 1.000000
38 32 1.000000
38 33 1.000000
38 34 1.000000
38 35 1.000000
38 36 1.000000
38 37 1.000000
39 23 1.000000
39 25 1.000000
39 26 1.000000
39 27 1.000000
39 28 1.000000
39 29 1.000000
39 30 1.000000
39 31 1.000000
39 32 1.000000
39 33 1.000000
39 34 1.000000
39 35 1.000000
39 36 1.000000
39 37 1.000000
39 38 1.000000
40 23 1.000000
40 25 1.000000
40 26 1.000000
40 27 1.000000
40 28 1.000000
40 29 1.000000
40 30 1.000000
40 31 1.000000
40 32 1.000000
40 33 1.000000
40 34 1.000000
40 35 1.000000
40 36 1.000000
40 37 1.000000
40 38 1.000000
40 39 1.000000
41 23 1.000000
41 25 1.000000
41 26 1.000000
41 27 1.000000
41 28 1.000000
41 29 1.000000
41 30 1.000000
41 31 1.000000
41 32 1.000000
41 33 1.000000
41 34 1.000000
41 35 1.000000
41 36 1.000000
41 37 1.000000
41 38 1.000000
41 39 1.000000
41 40 1.000000
42 23 1.000000
42 25 1.000000
42 26 1.000000
42 27 1.000000
42 28 1.000000
42 29 1.000000
42 30 1.000000
42 31 1.000000
42 32 1.000000
42 33 1.000000
42 34 1.000000
42 35 1.000000
42 36 1.000000
42 37 1.000000
42 38 1.000000
42 39 1.000000
42 40 1.000000
42 41 1.000000
43 23 1.000000
43 25 1.000000
43 26 1.000000
43 27 1.000000
43 28 1.000000
43 29 1.000000
43 30 1.000000
43 31 1.000000
43 32 1.000000
43 33 1.000000
43 34 1.000000
43 35 1.000000
43 36 1.000000
43 37 1.000000
43 38 1.000000
43 39 1.000000
43 40 1.000000
43 41 1.000000
43 42 1.000000
44 23 1.000000
44 25 1.000000
44 26 1.000000
44 27 1.000000
44 28 1.000000
44 29 1.000000
44 30 1.000000
44 31 1.000000
44 32 1.000000
44 33 1.000000
44 34 1.000000
44 35 1.000000
44 36 1.000000
44 37 1.000000
44 38 1.000000
44 39 1.000000
44 40 1.000000
44 41 1.000000
44 42 1.000000
44 43 1.000000
45 23 1.000000
45 25 1.000000
45 26 1.000000
45 27 1.000000
45 28 1.000000
45 29 1.000000
45 30 1.000000
45 31 1.000000
45 32 1.000000
45 33 1.000000
45 34 1.000000
45 35 1.000000
45 36 1.000000
45 37 1.000000
45 38 1.000000
45 39 1.000000
45 40 1.000000
45 41 1.000000
45 42 1.000000
45 43 1.000000
45 44 1.000000
46 23 1.000000
46 25 1.000000
46 26 1.000000
46 27 1.000000
46 28 1.000000
46 29 1.000000
46 30 1.000000
46 31 1.000000
46 32 1.000000
46 33 1.000000
46 34 1.000000
46 35 1.000000
46 36 1.000000
46 37 1.000000
46 38 1.000000
46 39 1.000000
46 40 1.000000
46 41 1.000000
46 42 1.000000
46 43 1.000000
46 44 1.000000
46 45 1.000000
47 23 1.000000
47 25 1.000000
47 26 1.000000
47 27 1.000000
47 28 1.000000
47 29 1.000000
47 30 1.000000
47 31 1.000000
47 32 1.000000
47 33 1.000000
47 34 1.000000
47 35 1.000000
47 36 1.000000
47 37 1.000000
47 38 1.000000
47 39 1.000000
47 40 1.000000
47 41 1.000000
47 42 1.000000
47 43 1.000000
47 44 1.000000
47 45 1.000000
47 46 1.000000
48 23 1.000000
48 25 1.000000
48 26 1.000000
48 27 1.000000
48 28 1.000000
48 29 1.000000
48 30 1.000000
48 31 1.000000
48 32 1.000000
48 33 1.000000
48 34 1.000000
48 35 1.000000
48 36 1.000000
48 37 1.000000
48 38 1.000000
48 39 1.000000
48 40 1.000000
48 41 1.000000
48 42 1.000000
48 43 1.000000
48 44 1.000000
48 45 1.000000
48 46 1.000000
48 47 1.000000
49 23 1.000000
49 25 1.000000
49 26 1.000000
49 27 1.000000
49 28 1.000000
49 29 1.000000
49 30 1.000000
49 31 1.000000
49 32 1.000000
49 33 1.000000
49 34 1.000000
49 35 1.000000
49 36 1.000000
49 37 1.000000
49 38 1.000000
49 39 1.000000
49 40 1.000000
49 41 1.000000
49 42 1.000000
49 43 1.000000
49 44 1.000000
49 45 1.000000
49 46 1.000000
49 47 1.000000
49 48 1.000000
50 23 1.000000
50 25 1.000000
50 26 1.000000
50 27 1.000000
50 28 1.000000
50 29 1.000000
50 30 1.000000
50 31 1.000000
50 32 1.000000
50 33 1.000000
50 34 1.000000
50 35 1.000000
50 36 1.000000
50 37 1.000000
50 38 1.000000
50 39 1.000000
50 40 1.000000
50 41 1.000000
50 42 1.000000
50 43 1.000000
50 44 1.000000
50 45 1.000000
50 46 1.000000
50 47 1.000000
50 48 1.000000
50 49 1.000000
51 25 1.000000
51 26 1.000000
51 27 1.000000
51 28 1.000000
51 29 1.000000
51 30 1.000000
51 31 1.000000
51 32 1.000000
51 33 1.000000
51 34 1.000000
51 35 1.000000
51 36 1.000000
51 37 1.000000
51 38 1.000000
51 39 1.000000
51 40 1.000000
51 41 1.000000
51 42 1.000000
51 43 1.000000
51 44 1.000000
51 45 1.000000
51 46 1.000000
51 47 1.000000
51 48 1.000000
51 49 1.000000
51 50 1.000000
52 23 1.000000
52 25 1.000000
52 26 1.000000
52 27 1.000000
52 28 1.000000
52 29 1.000000
52 30 1.000000
52 31 1.000000
52 32 1.000000
52 33 1.000000
52 34 1.000000
52 35 1.000000
52 36 1.000000
52 37 1.000000
52 38 1.000000
52 39 1.000000
52 40 1.000000
52 41 1.000000
52 42 1.000000
52 43 1.000000
52 44 1.000000
52 45 1.000000
52 46 1.000000
52 47 1.000000
52 48 1.000000
52 49 1.000000
52 50 1.000000
52 51 1.000000
75 74 1.000000
53 45 1.000000
54 53 1.000000
56 4 1.000000
62 78 1.000000
66 78 1.000000
55 78 1.000000
55 13 1.000000
55 4 1.000000
55 54 1.000000
55 56 1.000000
67 66 1.000000
68 78 1.000000
68 66 1.000000
68 67 1.000000
76 78 1.000000
57 55 1.000000
59 78 1.000000
59 60 1.000000
58 78 1.000000
58 57 1.000000
58 59 1.000000
63 4 1.000000
63 53 1.000000
70 4 1.000000
70 71 1.000000
70 72 1.000000
70 55 1.000000
77 4 1.000000
12 78 1.000000
12 11 1.000000
12 13 1.000000
12 4 1.000000
12 24 1.000000
12 63 1.000000
61 78 1.000000
61 13 1.000000
61 4 1.000000
61 62 1.000000
61 55 1.000000
61 58 1.000000
61 63 1.000000
61 12 1.000000
69 4 1.000000
69 12 1.000000
64 13 1.000000
64 63 1.000000
64 12 1.000000
8 3 1.000000
8 9 1.000000
8 78 1.000000
8 1 1.000000
8 10 1.000000
8 7 1.000000
8 5 1.000000
8 11 1.000000
8 60 1.000000
8 23 1.000000
8 13 1.000000
8 4 1.000000
8 6 1.000000
8 71 1.000000
8 72 1.000000
8 24 1.000000
8 75 1.000000
8 53 1.000000
8 54 1.000000
8 55 1.000000
8 76 1.000000
8 57 1.000000
8 58 1.000000
8 63 1.000000
8 70 1.000000
8 77 1.000000
8 12 1.000000
8 61 1.000000
8 69 1.000000
8 64 1.000000
73 55 1.000000
73 8 1.000000
65 78 1.000000
65 4 1.000000
65 66 1.000000
65 12 1.000000
65 61 1.000000
65 69 1.000000
65 64 1.000000
65 8 1.000000


